10,5,1.0,2,Overall,,,,,,,,,
10,5,1.0,2,Easy,,,,,,,,,
10,5,1.0,2,Normal,,,,,,,,,
10,5,1.0,2,Hard,,,,,,,,,
10,5,1.0,3,Overall,,,,,,,,,
10,5,1.0,3,Easy,,,,,,,,,
10,5,1.0,3,Normal,,,,,,,,,
10,5,1.0,3,Hard,,,,,,,,,
10,10,0.5,2,Overall,,,,,,,,,
10,10,0.5,2,Easy,,,,,,,,,
10,10,0.5,2,Normal,,,,,,,,,
10,10,0.5,2,Hard,,,,,,,,,
10,10,0.5,3,Overall,,,,,,,,,
10,10,0.5,3,Easy,,,,,,,,,
10,10,0.5,3,Normal,,,,,,,,,
10,10,0.5,3,Hard,,,,,,,,,
10,10,1.0,2,Overall,,,,,,,,,
10,10,1.0,2,Easy,,,,,,,,,
10,10,1.0,2,Normal,,,,,,,,,
10,10,1.0,2,Hard,,,,,,,,,
10,10,1.0,3,Overall,,,,,,,,,
10,10,1.0,3,Easy,,,,,,,,,
10,10,1.0,3,Normal,,,,,,,,,
10,10,1.0,3,Hard,,,,,,,,,
10,30,0.5,2,Overall,,,,,,,,,
10,30,0.5,2,Easy,,,,,,,,,
10,30,0.5,2,Normal,,,,,,,,,
10,30,0.5,2,Hard,,,,,,,,,
